label,message
0,Ã collecting ur laptop then going to configure da settings izzit?
0,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
0,What time should I tell my friend to be around?
0,"I'll get there at 3, unless you guys want me to come some time sooner"
0,Today my system sh get ready.all is well and i am also in the deep well
0,What he said is not the matter. My mind saying some other matter is there.
0,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
0,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
0,S:-)if we have one good partnership going we will take lead:)
0,"Customer place, i wil cal u sir."
0,What happen to her tell the truth
0,Send to someone else :-)
0,Well welp is sort of a semiobscure internet thing
0,"Aight, call me once you're close"
1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
1,For sale - arsenal dartboard. Good condition but no doubles or trebles!
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
0,Update your face book status frequently :)
0,No it will reach by 9 only. She telling she will be there. I dont know
0,So when do you wanna gym harri
0,My friends use to call the same.
0,Dear where you. Call me
0,Ok then i will come to ur home after half an hour
1,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
0,Change again... It's e one next to escalator...
0,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!é¥â¾??ã¨ud evening...
1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
0,Convey my regards to him
0,Oooh bed ridden ey? What are YOU thinking of?
0,"Why is that, princess? I bet the brothas are all chasing you!"
0,Lol I would but despite these cramps I like being a girl.
0,So lets make it saturday or monday as per convenience.
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
0,No..he joined today itself.
0,Long beach lor. Expected... U having dinner now?
0,So no messages. Had food?
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
0,I've reached home n i bathe liao... U can call me now...
0,He also knows about lunch menu only da. . I know
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
0,Hey... Very inconvenient for your sis a not huh?
0,"K, if u bored up just come to my home.."
0,Gettin rdy to ship comp
0,With my sis lor... We juz watched italian job.
0,"I think your mentor is , but not 100 percent sure."
0,I might go 2 sch. Yar at e salon now v boring.
0,"And that's fine, I got enough bud to last most of the night at least"
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
0,WHO ARE YOU SEEING?
0,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
0,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
0,Should I tell my friend not to come round til like  &lt;#&gt; ish?
0,Is she replying. Has boye changed his phone number
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
0,They just talking thats it de. They wont any other.
0,Still i have not checked it da. . .
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
0,Jay says that you're a double-faggot
0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
0,Dude just saw a parked car with its sunroof popped up. Sux
0,"If i let you do this, i want you in the house by 8am."
0,We are both fine. Thanks
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
0,"Not sure yet, still trying to get a hold of him"
0,They will pick up and drop in car.so no problem..
0,Well boy am I glad G wasted all night at applebees for nothing
0,Just finished eating. Got u a plate. NOT leftovers this time.
0,"Aight, I'll ask a few of my roommates"
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
0,Oh k. . I will come tomorrow
0,No problem. How are you doing?
0,"Ok omw now, you at castor?"
0,Hey they r not watching movie tonight so i'll prob b home early...
1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or Â£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
0,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
0,Am watching house â very entertaining â am getting the whole hugh laurie thing â even with the stick â indeed especially with the stick.
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
0,Am going to take bath ill place the key in window:-)
0,"Sir, i am waiting for your call, once free please call me."
0,"Goodmorning, today i am late for 1hr."
1,"Today's Offer! Claim ur Â£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. Â£3.00 Sub. 16 . Unsub reply X"
1,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
0,Then. You are eldest know.
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
0,Havent shopping now lor i juz arrive only
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
0,I cant pick the phone right now. Pls send a message
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
0,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
0,Sos! Any amount i can get pls.
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
0,"Cool, I'll text you when I'm on the way"
0,Its like that hotel dusk game i think. You solve puzzles in a area thing
0,2mro i am not coming to gym machan. Goodnight.
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
0,Remember to ask alex about his pizza
0,Everybody had fun this evening. Miss you.
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
0,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
0,Only once then after ill obey all yours.
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
0,Yo! Howz u? girls never rang after india. L
0,Horrible gal. Me in sch doing some stuff. How come u got mc?
0,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
0,Hey what's up charles sorry about the late reply.
0,Should I head straight there or what
0,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
1,WIN URGENT! Your mobile number has been awarded with a Â£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
1,FREE entry into our Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
0,Can you pls send me that company name. In saibaba colany
0,Then mum's repent how?
0,Actually i'm waiting for 2 weeks when they start putting ad.
0,Which channel:-):-):):-).
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
0,Yeah I can still give you a ride
1,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
0,Ok set let u noe e details later...
0,Watching tv now. I got new job :)
0,Nothin comes to my mind. Ã help me buy hanger lor. Ur laptop not heavy?
1,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
0,Love that holiday Monday feeling even if I have to go to the dentists in an hour
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
0,"I can. But it will tell quite long, cos i haven't finish my film yet..."
0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
0,But you were together so you should be thinkin about him
0,I have printed it oh. So  &lt;#&gt;  come upstairs
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
0,Howz that persons story
0,In da car park 
0,Haha i think i did too
0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
1,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or Â£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
1,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
0,* Am on my way
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
0,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
0,Do u noe wat time e place dat sells 4d closes?
0,Yup having my lunch buffet now.. U eat already?
0,Also hi wesley how've you been
1,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
0,have * good weekend.
0,Dare i ask... Any luck with sorting out the car?
0,Why do you ask princess?
0,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ârents mayb interested in it, I hav 12,000pes, so around Â£48, tb, James."
0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
0,Me n him so funny...
0,Shopping? Eh ger i toking abt syd leh...Haha
0,Was playng 9 doors game and gt racing on phone lol
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
1,Uâve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
0,In fact when do you leave? I think addie goes back to school tues or wed
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
0,Aight do you still want to get money
1,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
0,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
0,O i played smash bros  &lt;#&gt;  religiously.
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
0,K go and sleep well. Take rest:-).
0,I think its far more than that but find out. Check google maps for a place from your dorm.
0,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
1,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
0,Haf u found him? I feel so stupid da v cam was working.
0,"2 celebrate my bÂday, y else?"
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
0,Iâll have a look at the frying pan in case itâs cheap or a book perhaps. No thatâs silly a frying pan isnât likely to be a book
0,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
0,Wake me up at  &lt;#&gt;  am morning:)
0,I AM AT THE GAS STATION. GO THERE.
0,"Cool, want me to go to kappa or should I meet you outside mu"
0,It's Ã© only $140 ard...Ã rest all ard $180 at least...Which is Ã© price 4 Ã© 2 bedrm ($900)
0,You're gonna have to be way more specific than that
1,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
0,"Yeah I should be able to, I'll text you when I'm ready to meet up"
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
0,Pls confirm the time to collect the cheque.
0,Sounds great! Are you home now?
0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
0,At what time are you coming.
0,Midnight at the earliest
0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
0,Speaking of does he have any cash yet?
0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
0,Yeah right! I'll bring my tape measure fri!
0,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.
0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
0,Hey you can pay. With salary de. Only  &lt;#&gt; .
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
0,As in i want custom officer discount oh.
1,You have WON a guaranteed Â£1000 cash or a Â£2000 prize.To claim yr prize call our customer service representative on
0,U still going to the mall?
0,"Goodmorning, Today i am late for  &lt;#&gt; min."
0,O we cant see if we can join denis and mina? Or does denis want alone time
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
0,"I sent you the prices and do you mean the  &lt;#&gt; g,"
0,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
0,I know you are. Can you pls open the back?
0,Leave it. U will always be ignorant.
0,"K, can that happen tonight?"
0,"Merry Christmas to you too babe, i love ya *kisses*"
0,I anything lor...
0,No..its ful of song lyrics..
0,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
0,Thank u!
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
0,I have to take exam with march 3
0,Where are you call me.
0,You will be in the place of that man
0,I think i've fixed it can you send a test message?
0,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
0,"Night night, see you tomorrow"
0,Lol u still feeling sick?
0,I didn't get the second half of that message
1,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386 
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
1,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
0,Dear how you. Are you ok?
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
0,"You aren't coming home between class, right? I need to work out and shower!"
0,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
0,Nope. Meanwhile she talk say make i greet you.
0,"Are you sure you don't mean ""get here, we made you hold all the weed"""
1,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
0,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something
0,Ok no prob...
0,"Haven't seen my facebook, huh? Lol!"
0,Doing project w frens lor. 
0,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
0,Mine here like all fr china then so noisy.
0,What time you thinkin of goin?
0,Watching ajith film ah?
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
0,"Wat time liao, where still got."
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
0,Have your lunch and come quickly and open the door:)
0,Omg it could snow here tonite!
0,You getting back any time soon?
0,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
0,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
0,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
0,K:)k:)what are detail you want to transfer?acc no enough?
0,Neva mind it's ok..
0,I not free today i haf 2 pick my parents up tonite...
0,I wont touch you with out your permission.
0,"yeah, that's what I was thinking"
0,I know a few people I can hit up and fuck to the yes
1,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
0,I called and said all to him:)then he have to choose this future.
0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
0,Sounds like something that someone testing me would sayy
1,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
0,Goodmorning sleeping ga.
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0,Now? I'm going out 4 dinner soon..
0,Wife.how she knew the time of murder exactly
1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
0,How would my ip address test that considering my computer isn't a minecraft server
0,I am 6 ft. We will be a good combination!
0,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
0,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
0,Yar... I tot u knew dis would happen long ago already.
0,"Ela kano.,il download, come wen ur free.."
0,"Sir, i am waiting for your call."
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
0,U reach orchard already? U wan 2 go buy tickets first?
0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
0,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
0,Bugis oso near wat... 
0,Yes i have. So that's why u texted. Pshew...missing you so much
0,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub
0,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
0,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
0,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
0,U wan 2 haf lunch i'm in da canteen now.
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
0,Guess he wants alone time. We could just show up and watch when they do..
0,Waaaat?? Lololo ok next time then!
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
0,Nan sonathaya soladha. Why boss?
0,Okay. I've seen it. So i should pick it on friday?
1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
1,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
0,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
0,Ok...
0,Yes baby! We can study all the positions of the kama sutra ;)
0,U buy newspapers already?
0,I'll probably be by tomorrow (or even later tonight if something's going on)
0,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
0,Love it! I want to flood that pretty pussy with cum...
0,Ok lor... But buy wat?
1,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
0,S:)s.nervous  &lt;#&gt; :)
0,I.ll post her out l8r. In class
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
0,Are you going to write ccna exam this week??
0,i dnt wnt to tlk wid u
0,"That's what I love to hear :V see you sundayish, then"
0,Why nothing. Ok anyway give me treat
0,I am late. I will be there at
0,"Yo, you around? Just got my car back"
0,Well. You know what i mean. Texting
